id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language
3270af2e-dba4-49fc-8e85-16e409509ae4,हाइपोथायरायडिज्म के --------------- प्रकार होते हैं,1,2,3,4,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
45ea06a9-f8a7-427f-9638-2e2537d2d817,बंध के लिए अभ्यास (कर्माभ्यास) किस पर किया जाता है?,चर्मपुटक,लकड़ी,पुष्टमय पुरुष,कर्मपुरुष,A,MCQ,Medium,Shalya Tantra,Shalya Tantra (Surgery),hi
b02ecf75-2712-4730-8759-0003ade56601,"ऐसी स्थितियाँ जिनमें गर्भपात शुरू हो गया हो लेकिन गर्भावस्था को जारी रखना संभव हो, को कहा जाता है:",अपूर्ण,संभावित,यादृच्छिक,अपरिहार्य,B,Fill in the blanks,Easy,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
4a3c3fee-d64a-439e-bfe2-56569bfe1f1e,Sirsshukra is ......... vyadhi,Krishnagata,Sarvagata,Drishtigata,Shuklagat,B,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
87be5735-548b-4ed1-874a-b9676c623acd,‘वात पूर्ण द्रटीवत स्पर्श’ (Vatapurna Drutivat Sparsha) of joints is observed in----,Aamavat,Sandhigata Vata,Vatarakta,None of these,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
9560e884-b884-4216-a1ed-b3a328c9dca1,........ pratishariram bhinnam,Mann,Parmatma,Jiwatma,Budhhi,C,MCQ,Easy,Manas,Samhita & Siddhanta (Fundamentals),hi
88722885-5fa9-44e0-8828-ecdfe79f9685,एक परिकल्पना पर विचार करें जहां H0: θ = 23 के विरुद्ध H1: θ < 23। यह परीक्षण है?,दायाँ पूंछ,बायाँ पूंछ,केंद्र पूंछ,पार पूंछ,B,MCQ,Easy,Medical Statistics,Research & Statistics,hi
90cf0370-7314-4297-9969-3c951f75fef5,वृद्धादारु की आकृति विज्ञान है,वृक्ष,झाड़ी,बेल,उपरोक्त में से कोई नहीं,C,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
8d37edab-a5f5-4390-a7ac-26b03195a08b,पारदर्शन परीक्षण नकारात्मक होता है,पूर्ण हर्निया,हीमेटोसील,हाइड्रोसील,A और B,B,MCQ,Medium,Urology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
c4dcb759-9e26-4d0d-af85-e57f7b245b58,"रसकामधेनु ग्रंथ के अनुसार, सुवर्ण की उत्पत्ति किससे होती है?",चंद्र,सूर्य,इंद्र,अग्नि,B,MCQ,Easy,Rasashastra,Dravyaguna & Bhaishajya,hi
c7ee1544-3f7a-4f70-8776-d21d9a262a35,"यदि जलौकावचरण के बाद शुद्ध रक्तप्रवृत्ति होती है, तो ………. पिचु के लिए प्रयुक्त होता है।",शताह्व तैल,शतधौत घृत,बलातैल,वर्णादि घृत,B,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
6d5f50e0-460c-4dd9-956c-b50dd7a891b6,पाइरिडॉक्सिन (विटामिन बी12) औषधि के दुष्प्रभाव की रोकथाम और उपचार के लिए है,पैरासिटामोल,आइसोनिजिड,एस्प्रिन,आयरन,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
398e9238-af7c-4aa7-8635-d59623bba345,विभिन्न प्रकार के समानार्थी विवरण का उल्लेख किसके द्वारा किया गया है?,मदनपाल निघंटु,राज निघंटु,कैडाएव निघंटु,निघंटु आदर्श,C,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
6c712f7b-3425-426a-a349-4d1ce8152ebe,दाह उपक्रम ...... विष के लिए संकेतित है।,त्वगत,मांसगत,त्वक्मांसगत,रक्तगत,C,MCQ,Medium,Agad Tantra,Agad Tantra & Forensic Medicine,hi
4391827a-c481-4584-ab1e-dbaacd579d1c,औडुंबर ……….कृमि का प्रकार है।,रक्तज,मलज,श्लेष्मज,पूरिषज,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
b0f2b838-7f49-4419-bfb3-5e408f384bee,ईश्वर प्रणिधान है---------------------------------------------------------------------------------------------------------------------------------------------------------,यम,नियम,प्रत्याहार,ध्यान,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
ee8cc5c4-c842-4224-a1d5-9a4ca51fe7ad,"नीचे दो कथन दिए गए हैं : कथन (I) : वाग्भट्टमतानुसार, कुकूणक एक दन्तोत्पत्तिजन्य व्याधि है। कथन (II) सुश्रुतमतानुसार, कुकुणक एक दन्तोत्पत्तिजन्य व्याधि है। उपरोक्त कथन के आलोक में, नीचे दिए गए विकल्पों में से सही उत्तर का चयन कीजिए :",कथन (I) और (II) दोनों सत्य हैं,कथन (I) और (II) दोनों असल्य हैं,"कथन (I) सत्य है, लेकिन कथन (II) असत्य है","कथन (I) असत्य है, लेकिन कथन (II) सत्य है",A,MCQ,Medium,Shalakya Tantra,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
0ef9a207-d188-47cf-89c6-9851d2820882,शीलजीत रसायन प्रयोग में विरोधाभास ........,मांस,कुलिथ,गो-मूत्र,जल,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
20a01fa1-6b14-445c-bfb9-11e3de4aec14,सामान्य श्रोणि की गुहा का व्यास ......सेमी होता है।,13 सेमी,11 सेमी,11.5 सेमी,12 सेमी,D,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
fd4250d3-7646-462c-a87a-e54041254569,"चरक के अनुसार, कौन सा 'व्रण-अधिष्ठान' नहीं है?",संधि,मांस,मेद,त्वचा,A,MCQ,Easy,Shalya Tantra,Shalya Tantra (Surgery),hi
077ff70d-bc6d-4469-a6c9-01dcdbd39aac,13 स्वेदन की संख्या किसके द्वारा निर्धारित की गई है?,सुश्रुत,चरक,शारंगधर,वाग्भट,B,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
579b50c6-699d-4f60-9874-51ade34c98b2,शरीर में उपस्थित दौ अंगुलि मर्म की कुल संख्या ... है।,12,6,4,56,B,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
389ff929-afca-47ce-aaa8-a350a56b726e,आयूर्वेद प्रकाश के लेखक कौन है?,अनंत देव सूरी,विष्णु पण्डित,माधव उपाध्याय,नरहरि भट्ट,D,MCQ,Easy,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
1b809a50-7d25-4e6f-b600-8556271635ec,हिस्टेरोस्कोपी में गर्भाशय के फैलाव की प्राप्ति के लिए ………. का उपयोग किया जाता है।,आसुत जल,हवा,ग्लाइसिन,नाइट्रोजन,C,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
b99233c8-4798-456d-8fdf-52fa8718dc65,Parshni has …….. asthi.,1,2,3,4,A,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
2a0a0290-9efb-4fe6-8623-acbd68e24380,"लोराज़ेपाम"" दवा का चयन किसके लिए किया जाता है…………..",स्टेटस एस्थमेटिकस,स्टेटस एपिलेप्टिकस,अत्यधिक ज्वर,तीव्र एमआई,B,MCQ,Medium,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
b5bc5553-e06e-4798-ab3a-ca9c889e67d7,"सुश्रुत संहिता, सूत्र स्थान, 15/09 के अनुसार, रक्तधातु क्षय काक्षण्य क्या है?",गुल्म,कामला,सीरा शैथिल्य,ग्लानि,C,MCQ,Medium,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
cef82bd1-d3f1-4dea-a00f-ce363c1f08e6,"रस रत्न समुच्छय के अनुसार, ग्राह्य हिंगुल कौन सा है?",शुकतुंड,हंसपद,चर्मार,उपरोक्त में से कोई नहीं,A,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,hi
ff22387c-1f00-4e9c-9834-09469f20e183,"पुरीषज कृमि का स्थान है,",केश-लोम,पक्वाशय,रक्तवह धमनी,अमाशय,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
eb0683dc-1739-46ca-b30b-679013140465,Paridar is ……….. Gata roga,Dantamulgat,Oshtha,Talu,Kantha,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
31ccbae0-e304-4cf8-bdf6-8ca033d0a822,"भावमिश्र के अनुसार, गंगेरुकी किस बाला के लिए पर्याय है",बाला,अतिबला,महाबला,नागबला,D,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
d02379ef-895f-4f4b-a13e-72422594cd24,Yonikanda के आकार किस फल के समान होता है?,आम्र,पूग,लकुच,बिल्व,D,MCQ,Medium,Anatomy,Sharir (Anatomy & Physiology),hi
c4d7701c-edb0-4bad-b617-ed5ff2cb9e1b,फेफड़े की अवशिष्ट मात्रा सामान्यतः ... मिलीलीटर होती है।,500,700,1200,1800,C,MCQ,Easy,Ayurvedic Physiology,Sharir (Anatomy & Physiology),hi
6d804242-abce-415f-973a-a5b023e04fd7,"आचार्य सुश्रुत के अनुसार, सशोफ अक्षिपक यह ..... व्याधि है",कृष्णगत,सर्वगत,दृष्टिगत,शुक्लगत,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
7e2e03c0-3e46-4bae-951f-4eea54599ec6,Which Dravya is used to increase the Agni before doing Shodhan Procedure,Shamana,Deepan,Bruhan,Sheeta,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
0d44825a-356b-4370-bffb-e8acf1980a51,जलौकावचरण के बाद ............... जलौकासम्यक्वमनलक्षण है।,गौरवता,पटुता-दार्ढ्यम्,अचंचल,क्लम,B,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
cadd7433-1ab0-4a32-98d0-52ff52384ae9,"भावप्रकाश के अनुसार, सिफलिस के उपचार में प्रयुक्त औषधि है",चोपचिनी,अरिष्ठक,अगरु,चंदन,A,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
c80c2e0a-b681-49a1-bb92-2e4f29806c5e,मुक्तादि चूर्ण निम्न में से किसके लिए औषधि का चयन किया जाता है-,पांडु,गुल्म,हिक्का,रक्तपित्त,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
40dd0bfa-c7ed-4d51-b538-f1ccef5d5c05,चरकाचार्य द्वारा मुखरोगाधिकार में ………. वटी का उल्लेख किया गया है।,खदिरादि वटी,सरिवादि वटी,व्योषादि वटी,अंपचाक वटी,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
8081cbad-4c51-467b-974d-1d51f68a7299,"आचार्य सुश्रुत के अनुसार, नासाध्मान और शिरोदुख लक्षण हैं .......... अधिमान्थ के।",वातज,पित्तज,कफज,रक्तज,C,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
573124d1-aba0-4723-9045-e90064ca474e,आप महाभूत _______ से बना है।,सत्व और रजो बहुल,"सत्व, रजो और तमो बहुल",तमो और रजो बहुल,सत्व और तमो बहुल,C,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
a920c6ad-8f6e-4898-8d95-b3b39e011763,बिना सपने की नींद है ......,धीमी तरंग नींद,आरईएम नींद,विरोधाभासी नींद,असिंक्रनाइज़्ड नींद,A,MCQ,Easy,Nidra,Yoga & Psychology,hi
56a13370-f096-4246-9e64-6b5935af3857,ग्रहरोग के लिए उपचार सिद्धांत है -------,युक्तिव्यपश्रय चिकित्सा,दैवव्यपश्रय चिकित्सा,A और B दोनों,उपरोक्त में से कोई नहीं,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
ffb47535-b4af-4512-b979-3d1b611ceef5,फलत्तिका दारूणिश विशाल मूस्त च् दिए गए क्वाथ का उपयोग ... में होता है।,कामला,कुष्ठ,आर्श,प्रमेह,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
b0176163-f676-4ba8-ac69-5d94508ca9b8,Garbha chikitsa B) Kumara chikitsa A) Shishu chikitsa Bala chikitsa C) D),Garbha chikitsa,Kumara chikitsa,Shishu chikitsa,Bala chikitsa,B,Match the column,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
3e43047c-d347-443a-a43d-116e14f0e909,पर्णायावनी का दोषकर्म क्या है,पित्त वातशामन,वात पित्तशामन,कफ वातशामन,त्रिदोषहर,C,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
c80a33f7-640b-4439-9d40-8b04131cb801,मृतशोधन के लिए मृत शरीर को किस जल में रखना चाहिए?,नदी,तालाब,नहर,अपाग,A,MCQ,Medium,Mritashodhana,Agad Tantra & Forensic Medicine,hi
37b799d4-8c94-424e-a1b3-10e79ac54425,1000 मात्रा अक्षितरपन काल in ………….. रोग,अधिमान्त,वर्तम,असित,संधि,A,MCQ,Medium,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
31de786e-5fa8-49be-b6be-2f44fc5b4e58,………ऋतु में घृत पान का उल्लेख किया गया है,ग्रीष्म,शरद,वसंत,वर्षा,B,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
25a9a1dc-5bdf-4f02-ad1e-94c865677c7b,एचआईवी के संचरण का स्थापित तरीका कौन सा है………………,असुरक्षित यौन संबंध,माँ और शिशु के बीच,रक्त,उपरोक्त सभी,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
26be3ff4-4862-448e-80b7-7dd50a279cb2,suryavart is ……… roga,nasa,karna,mukha,shiro,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
6b5c694d-d7fe-4378-9d71-c542ab7e7969,भ्रूणीय एरिथ्रोब्लास्टोसिस किसमें होता है?,Rh+ माँ और Rh- बच्चा,Rh- माँ और Rh+ बच्चा,A और B दोनों,उपरोक्त में से कोई नहीं,B,MCQ,Easy,Immunology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
85bdf9c9-3509-4122-b21f-d359b7e6b44f,प्रतापलांकेश्वर रस प्रसूति में निम्नलिखित स्थिति के लिए उपयोग किया जाने वाला एक सूत्र है,श्वेतप्रदर (सफेद स्राव),गर्भस्राव (मिस्ड गर्भपात),सूतिकाज्वर (प्रसूति संक्रमण),स्तनदाह (स्तनशोथ),C,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,hi
9547504d-2b19-4186-b96f-4f22b62c3b23,सांतापो देहमांसा को ज्वर व्याधि का ------ कहा जाता है।,विशेष लक्ष,प्रत्यात्म लिंग,ये दोनों,इनमें से कोई नहीं,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
6b64ed6e-c183-4392-954a-135769aaa981,वक्ष क्षेत्र में कितनी पेशियाँ उपस्थित होती हैं?,12,10,15,18,B,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
dbea5af5-0857-4e64-a298-0cf28e011ce8,"समीरणा , चंद्रमुखा , गौरी are-",Garbha nadi,Hasta nadi,Yoni nadi,Garbhini nadi,C,MCQ,Medium,Anatomy,Sharir (Anatomy & Physiology),hi
d6e8475b-6c4b-4466-89b2-4a2dc7b2ae99,नास्य की नासागत्रक्तस्राव में सूचना दी गई है।,अनुतैल,ब्राह्मीतैल,वचाचूर्ण,दूर्वास्वरस,D,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
39ecdb7a-bfbb-45a8-bda3-009beec97e74,"सुश्रुत अनुसार, कौन-सा यन्त्र लेखन कर्म में प्रयुक्त होता है?",वृद्धिपत्र,ब्रीहीमुख,त्रिकूचेक,मंडलाग्र,A,MCQ,Easy,Shalya Tantra,Shalya Tantra (Surgery),hi
35f4b79c-60e4-4e6c-a5b7-a7d02f156e7c,"‘हृदये व्याकुलीभावम्, वाक्चेष्टा इन्द्रिय गौरवम्’ लक्षण हैं......के।",धनुर्वात,तन्द्रा,अध्मान,अपतानक,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
95c4a2e2-6847-4ccb-a529-d7d1ddb66829,अष्टांग संग्रह के अनुसार छर्दिघ्न कर्म के लिए अग्र्यद्रव्य है,लाजा,यष्टिमधु,बृहती,कर्कटशृंगी,A,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
01a91f3e-7f70-4233-ad91-43521324ae17,Dravsamuha .................... dravya की संपत्ति है,Pruthvi,Apya,Teja,Vayaviya,B,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
b3d3a837-b012-414e-9c91-16cbcc7bafae,"अष्टांग हृदय के अनुसार, प्रतिमर्श नस्य के बाद नहीं देना चाहिए --- (1) दिवास्वप्न (2) मद्यपान (3) मैथुन (4) गंडूष",दिवास्वप्न,मद्यपान,मैथुन,गंडूष,C,MCQ,Easy,Shalakya,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
34f5dca2-accc-48c3-a7d3-f2961f58c18e,‘’Amenorrhea’’ निम्नलिखित में से किस योनिव्यापद में पाया जाता है?,सूचिमुखी,कर्णिनी,अरजस्का,पित्तज,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
06b0f0eb-8483-4e41-a1dc-4f6473b2a38a,शुक्राणु द्वारा मुक्त लाइटिक एंजाइम है......,हाइलूरोनिडेज,ट्रिप्सिन,लिपेज,एमाइलेज,A,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
7df9d6d7-9713-47dc-b13c-0066c7cbbf34,Samvrita Vaktratām लक्षण है किस व्याधि का,हनु स्तम्भ,मन्यस्तम्भ,स्नायु गत वात,अर्दित,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
9263c188-c6ea-45e5-85e4-12db59b29cd0,आचार्य शारंगधर के अनुसार विरेचन के लिए क्वाथ की हिना मात्रा है...,1/2पल,1पल,2पल,3पल,A,MCQ,Easy,Rasa Shastra,Dravyaguna & Bhaishajya,hi
5320b703-e08f-461f-8036-ac35a6531d91,साधारण रबर कैथेटर का उपयोग एक विकल्प के रूप में किया जा सकता है,बस्तिपुटक,बस्तिनेत्र,बस्तिकर्णिका,बस्तिद्रव्य,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
10a6a9d9-2e9a-4b67-a926-83485d6a6cbe,. ...........बत्रवन्ृमूलांश्रेष्ठमािुमनव ीवषणुः।(च.क.),अनुवासन,आस्थापन,वमन,ववरेचन,D,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
c6bbab8d-2f41-4fc9-a6fe-584a43dda8f8,पूरणा फलन ..... धातु का है,रस,रक्त,मांस,मज्जा,D,MCQ,Easy,Saptadhatus,Samhita & Siddhanta (Fundamentals),hi
47b2d6a8-abd2-4c14-bb6a-5804db437b90,करकटशृंगी का उपयोगी भाग है,जड़,फल,कीट गाल,तना,C,MCQ,Easy,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
0f47f9d9-17f1-47de-90ba-f7c2f8c0872b,निम्नलिखित में से कौन सा विटामिन आंतों के जीवाणुओं द्वारा संश्लेषित किया जाता है?,विटामिन बी12,विटामिन सी,विटामिन डी,विटामिन के,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
9e1fd075-e7b0-4498-8537-d325debc91d0,"के अनुसार, रक्त एक दोष है।",चरक,सुश्रुत,वाग्भट्ट,चक्रपाणि,B,MCQ,Easy,Ayurvedic Fundamentals,Samhita & Siddhanta (Fundamentals),hi
26a90f0f-2389-4f68-927b-43fcda71edb7,मूल स्थान ऑफ मूत्रवाह स्रोतस है,अस्थि,मज्जा,स्वेद,बस्ति,D,MCQ,Easy,Srotas,Samhita & Siddhanta (Fundamentals),hi
8e2d7ef1-6cd5-4bad-a4d5-1a9b35d12683,रक्तवह स्रोतस् मूल,हृदय,"यकृत, प्लीहा",वृक्क,वपा,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
3f8ca8ff-4484-426a-ac0f-d63a46ff9d06,kswayathu is ........... gat vyadhi.,Dant,Kanth,Nasa,Jivha,C,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
4082f5d7-2d3e-447b-b5bd-22a7a415987c,संयुक्त राष्ट्र आपदा प्रबंधन दल की जिम्मेदारी आपदा के परिणामस्वरूप होने वाली समस्याओं को हल करने की होती है,एशिया,अफ्रीका,ऑस्ट्रेलिया,सभी महाद्वीपों,D,MCQ,Easy,Public Health,Swasthavritta & Public Health,hi
522783ce-7856-4c14-aeb0-fdb63bddddbd,कटि कपाल क्षेत्र में संधि की संख्या ...... होती है।,4,7,3,8,C,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
371f11b6-9a49-4d11-8199-0d9c7933db00,‘न यः शिरोधरयति क्षिप्यन्त्यङ्गानि दुर्बल’ एक है ----- का पूर्वरूप,आक्षेपक,ग्रहरोग,व्याधिज फक्क,शिरः शूल,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
440407f7-33f9-4327-aab7-a8322b2aa91b,सुश्रुत ने संधिमुक्त के प्रकार बताए हैं।,छह,आठ,चार,दस,B,MCQ,Easy,Shalya Tantra,Shalya Tantra (Surgery),hi
fa161713-4b0f-4899-9d1b-47bb2c67f64d,तुथडी लेप का उपयोग .... में होता है।,काकणक कुष्ठ,विचर्चिका,नाडी व्रण,श्वेत कुष्ठ,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
63cdaab8-05b2-4de3-a3fd-6f7cbd571ed2,"तीव्र साइनाइड विषाक्तता में, एमिल नाइट्रेट निम्नलिखित में से एक मार्ग द्वारा दिया जाता है:",मौखिक,अंतःशिरा,इनहेलेशन,अंतःमांसपेशीय,C,MCQ,Medium,Visha Vigyan,Agad Tantra & Forensic Medicine,hi
f5790a90-156c-4f01-bdd7-cc757ce9f74f,"शारीर के अनुसार, 'आर्तव' का निर्माण रसधातु से ........ के बाद होता है।",7 दिन,1 महीना,4-5 दिन,12-14 वर्ष,C,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
7983eb33-75df-41ee-84f3-c670d1d76017,विश्यंदन मार्दव क्लेदकारक .... के लिए कहा जाता है,लंघन,बृंहण,स्नेहन,रूक्षण,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
1868c4c5-f68c-4afc-940a-ed7e35be7ae6,युवा रोगियों में पुरानी डैक्रियोसिस्टिटिस के लिए …….. का संकेत दिया जाता है।,डैक्रोसिस्टोरहिनोस्टोमी,डैक्रोसिस्टेक्टॉमी,प्रोबिंग,इनमें से कोई नहीं,A,MCQ,Easy,Shalakya Tantra,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
72998214-b8b9-4aec-8c60-05a91954e5cc,षट्क्रियाकाल के छह चरणों का सही क्रम क्या है?,"प्रकोप, संचय, प्रसर, स्थानसंश्रय, व्यक्ति, भेद","संचय, प्रकोप, प्रसर, स्थानसंश्रय, व्यक्ति, भेद","संचय, प्रसर, प्रकोप, स्थानसंश्रय, व्यक्ति, भेद","प्रसर, संचय, प्रकोप, व्यक्ति, स्थानसंश्रय, भेद",B,MCQ,Easy,Siddhanta,Samhita & Siddhanta (Fundamentals),hi
b12c0bb2-ab34-465a-b376-b699d26f490a,अतिविष का आधुल्यकारक है......,बिल्व,पुनर्नवा,चित्रक,शतावरी मूल,D,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
17c1edc7-2d37-4121-9686-10ad9cf8f355,चरक संहिता के अनुसार कर्णक्ष्वेड (टिनिटस) --------- रोग का सामान्य लक्षण है।,अम्लपित्त,रक्तपित्त,पांडु,आमवात,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
15550990-33da-4cd7-b263-f4e05523c3c8,बृहत्पत्र और लोध्र किसके पर्यायवाची हैं?,मदनफल,कृतवेधन,तिलवक,सप्तला,C,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
807ec821-026c-44b7-90cd-fe44e0461cef,……………….is दंतगत रोग,परिदार,उपकुश,वर्धन,क्रिमिदंत,D,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
c4ee8cef-1ccc-4811-a4af-3b19e724de2f,शारंगधर संहिता के अनुसार त्रिफला माशी की तैयारी की विधि है,पचन,स्थापन,शोषण,भर्जन,D,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,hi
9e73694d-2273-41c2-9e96-12a4ac5d64bb,मानसिक दोषों में प्रधान होता है।,सत्व,रज,तम,उर्पयुक्त कोई नहीं,A,MCQ,Easy,Samhita & Siddhanta,Samhita & Siddhanta (Fundamentals),hi
447df555-c49d-4b13-9bd3-be1b657fd497,नैफ्थलीन का उपयोग किसमें होता है?,कीटनाशक उद्योग में,विद्युत तारों पर विद्युत रोधक सामग्री में,रंजक उद्योग में,उपरोक्त सभी,D,MCQ,Easy,Visha Vigyan,Agad Tantra & Forensic Medicine,hi
97f61819-9792-4d59-a3aa-f5f426b9810a,Bhallatak' is vyadhi pratyaneek chikitsa in-,Shushka Arsha,Stravee Arsha,Bahya Arsha,Aabhyantar Arsha,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
073817ea-1fae-4940-8758-4d335a508a8e,----------- ट्यूमर गैर-कैंसर युक्त ट्यूमर होते हैं।,मैलिग्नेंट,बेनिग्न,A और B दोनों,उपरोक्त में से कोई नहीं,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
09017bac-d3ab-494c-936c-e71fcc6d01d5,लेबर के दौरान पूरे सर्विकल नहर का निचले खंड के साथ विलय होना _ _ _ _ _ % इफेसमेंट कहलाता है।,30,50,80,100,D,MCQ,Easy,Obstetrics and Gynecology,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
872bda3c-1086-40ef-bff3-28279f7e5480,कर्कश स्वर (स्ट्रिडर):,"यह केवल एक लक्षण है, निशान नहीं।","अधिस्तन, अधिक्लेविकल, अंतरालीय और उपक्लोमीय अंतरिक्ष का धंसना",श्वसन कठिनाई के हल्के रूप को दर्शाता है।,साइनोसिस प्रारंभिक अवस्था को दर्शाता है।,B,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
47e558f6-cce2-46e9-9b3b-a81ca5a596f9,कैपुट मेड्यूसा एक नैदानिक स्थिति है जो ______ के कारण होती है।,शारीरिक उच्च रक्तचाप,पोर्टल उच्च रक्तचाप,शारीरिक निम्न रक्तचाप,पोर्टल उच्च रक्तचाप,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
227c17dd-d86e-47bc-9ba4-6cb99b73f490,मोहस पैमाने के अनुसार हीरे की कठोरता है,5,10,7,8,B,MCQ,Easy,Rasashastra,Dravyaguna & Bhaishajya,hi
