ITA_ID,English_Term,Sanskrit_IAST
ITA-8.2.35,Water,ambu/āpaḥ
ITA-8.2.36,Rainwater before reaching the earth’s surface,āntarikṣa-jalam/āntarikṣaudakam / gaṅgāmbu /
ITA-8.2.37,River water,nādeya-udakam
ITA-8.2.38,Dew water,tauṣāram
ITA-8.2.39,Spring water,audbhidajalam
ITA-8.2.40,Water derived from hailstones,kāram
ITA-8.2.41,Well water,kaupam
ITA-8.2.42,Uncontaminated water,gāṅgajalam
ITA-8.2.43,Fall water,dhāram
ITA-8.2.44,Water derived from a spring or fountain,prāsravaṇam
ITA-8.2.45,Step well water,vāpyam
ITA-8.2.46,Surface water,sāmudrajalam
ITA-8.2.47,Lake water,sārasam
ITA-8.2.48,Water detoxified by exposure to the rays of sun and moon and Canopus star,haṃsodakam
ITA-8.2.49,Water derived from snow,haimam
ITA-8.2.50,Tank or pond water,tāḍāgam
ITA-8.3.1,Processed by heating,agnisiddhaḥ
ITA-8.3.2,Cooking with steam,kukūlapācanam
ITA-8.3.3,Cooking on pan,karparapācanam
ITA-8.3.4,Processing by retaining for long duration,kālaprakarṣaḥ
ITA-8.3.5,Processing by use of specific vessels or utensils,bhājanam
ITA-8.3.6,Infusing or perfuming,vāsanam
ITA-8.3.7,Churning,manthanam
ITA-8.3.8,Fritter with sweet stuffing,madhukroḍaḥ
ITA-8.3.9,Fritter-like preparation with sweet honey stuffing,sapiṇḍikaḥ
ITA-8.3.10,Group of processed food items,kṛtānnavargaḥ
ITA-8.3.11,Supernatant liquid obtained after draining boiled rice,maṇḍaḥ
ITA-8.3.12,Thin rice gruel,peyā
ITA-8.3.13,Thick rice gruel,vilepī
ITA-8.3.14,Cooked rice,odanam
ITA-8.3.15,Parched paddy,lājā
ITA-8.3.16,Thin gruel of parched grain,lājapeyā
ITA-8.3.17,Liquid portion of parched grain gruel,lājamaṇḍaḥ
ITA-8.3.18,Processed liquid portion of parched grain gruel,saṃskṛtalājamaṇḍaḥ
ITA-8.3.19,Flour of roasted parched grain,lājasaktuḥ
ITA-8.3.20,Type of gruel made from barley,kulmāṣaḥ
ITA-8.3.21,Soup of vegetables and/or pulses,yūṣaḥ
ITA-8.3.22,Non-processed soup of vegetables,akṛtayūṣaḥ
ITA-8.3.23,Processed soup of vegetables and/or pulses,kṛtayūṣaḥ
ITA-8.3.24,Thin meat soup,tanurasaḥ
ITA-8.3.25,Processed meat soup,kṛtarasaḥ
ITA-8.3.26,Sour soup,amlasūpaḥ
ITA-8.3.27,Soup without added sour substances,anamlasūpaḥ
ITA-8.3.28,Toasted grain flour,saktuḥ
ITA-8.3.29,Flour of roasted rice,śālisaktuḥ
ITA-8.3.30,"Flour cake, a type of bread",apūpaḥ
ITA-8.3.31,Fried barley porridge,vāṭyaḥ
ITA-8.3.32,Sprouted grains,"virūḍhadhānāḥ, virūḍhadhakaḥ"
ITA-8.3.33,Type of cake,śaṣkuliḥ
ITA-8.3.34,Fried sweet bread,pūpaḥ
ITA-8.3.35,Deep-fried sweet bread,pūpalikā
ITA-8.3.36,Boneless meat prepared with certain condiments,veśavāraḥ
ITA-8.3.37,Flattened rice,pṛthukaḥ
ITA-8.3.38,Beverage,pānakam
ITA-8.3.39,Sweet-sour sauce,rāgaḥ
ITA-8.3.40,Confectionery,ṣāḍavaḥ
ITA-8.3.41,Electuary,lehaḥ
ITA-8.3.42,Vinegar,śuktam
ITA-8.3.43,Type of fermented beverage,śiṇḍākī
ITA-8.3.44,Sour gruel,kāñjikam/kāñjī
ITA-8.3.45,Beverage prepared from fruit,khaḍaḥ
ITA-8.3.46,Beverage prepared from roots and sesame,kāmbalikaḥ
ITA-8.3.47,Porridge,kṛśarā
ITA-8.3.48,Oil cakes,piṇyākaḥ
ITA-8.3.49,Liquid portion of porridge prepared with fried barley,vāṭyamaṇḍaḥ
ITA-8.3.50,Meat soup,"māṃsarasaḥ, rasaḥ"
ITA-9.1.1,General medicine,kāyacikitsā
ITA-9.1.2,"Body or internal fire, denoting all metabolic factors of the body",kāyaḥ
ITA-9.1.3,Treatment,cikitsā
ITA-9.1.4,Disease elimination,vyādhiharam
ITA-9.1.5,Compatible with health,pathyam
ITA-9.1.6,Treatment instrument,sādhanam
ITA-9.1.7,Medication,auṣadham
ITA-9.1.8,Treatment protocol,upakramaḥ
ITA-9.1.9,Amendment to wrong behaviour,prāyaścittam
ITA-9.1.10,Palliation,praśamanam
ITA-9.1.11,Restoration of health,prakṛtisthāpanam
ITA-9.1.12,Salutary to health,hitam
ITA-9.1.13,Rebuffing of disease,vāraṇam
ITA-9.1.14,Therapeutic rituals,"daivavyapāśrayacikitsā, daivīcikitsā"
ITA-9.1.15,Chanting of auspicious hymns,mantracikitsā
ITA-9.1.16,Gem wearing,maṇidhāraṇam
ITA-9.1.17,Auspicious offerings,maṅgalam
ITA-9.1.18,Offerings to deity excluding animal sacrifice,baliḥ
ITA-9.1.19,Offerings to deity including animal sacrifice,upahāraḥ
ITA-9.1.20,Oblations or offerings given through fire,homam
ITA-9.1.21,Practising auspicious rules,niyamaḥ
ITA-9.1.22,"Atonement, compensatory rites",prāyaścittam
ITA-9.1.23,Mindful restriction of food intake,upavāsaḥ
ITA-9.1.24,Blessings from elders,svastyayanam
ITA-9.1.25,Pilgrimage,praṇipātagamanam
ITA-9.1.26,Structured therapy based on clinical reasoning,"yuktivyapāśrayacikitsā, mānuṣīcikitsā"
ITA-9.1.27,Proven or evidencebased clinical protocol for management of a disease,naiṣṭhikīcikitsā
ITA-9.1.28,Administration of foods,āhāradravyayojanam
ITA-9.1.29,Administration of medicines,auṣadhadravyayojanam
ITA-9.1.30,Hazardous substance,abheṣajam
ITA-9.1.31,Acute toxin,bādhanam
ITA-9.1.32,Detrimental to health in the long term,sānubādhanam
ITA-9.1.33,Procedure or medicine,bheṣajam
ITA-9.1.34,Health-promoting,svasthasyorjaskaram
ITA-9.1.35,Rejuvenative therapy,rasāyanam
ITA-9.1.36,Potency and fertility therapy,vājīkaraṇam
ITA-9.1.37,Curative medicine,ārtasyaroganut
ITA-9.1.38,Conservative therapy,saṁśamanam
ITA-9.1.39,Two-fold therapeutic protocol,dvividhopakramaḥ
ITA-9.1.40,Nourishing therapy,santarpaṇam
ITA-9.1.41,Depleting therapy,apatarpaṇam
ITA-9.1.42,Six types of treatment modalities,ṣaḍvidhopakramāḥ
ITA-9.1.43,Bulk-enhancing,bṛṁhaṇam/ bṛṁhaṇacikitsā
ITA-9.1.44,Therapeutic oleation,snehanam/snehanakarma
ITA-9.1.45,Astringent therapy,stambhanam/ stambhanakarma
ITA-9.1.46,Lightness promoting therapy,laṅghanam
ITA-9.1.47,Therapeutic sustained hunger,kṣudhā
ITA-9.1.48,Therapeutic sustained thirst,tṛṣṇā
ITA-9.1.49,Therapeutic exposure to wind,mārutaḥ
ITA-9.1.50,Therapeutic exposure to sunlight,ātapaḥ
ITA-9.1.51,Therapeutic exercise,vyāyāmaḥ
ITA-9.1.52,Procedure to eliminate morbid dosha from body,doṣāvasecanam
ITA-9.1.53,Fast-acting treatment,āśukāricikitsā
ITA-9.1.54,Uprooting the cause of the disease,apakarṣaṇam
ITA-9.1.55,Creating conditions hostile to cause,prakṛtivighātaḥ
ITA-9.1.56,Avoidance of etiological factors,nidānaparivarjanam
ITA-9.1.57,Treatment antagonistic to cause,hetuviparītacikitsā
ITA-9.1.58,Treatment antagonistic to disease,vyādhiviparītacikitsā
ITA-9.1.59,Treatment antagonistic to cause and disease,ubhayārthakāricikitsā
ITA-9.1.60,Treatment using material substances,dravyabhūtacikitsā
ITA-9.1.61,Treatment not using material substances,adravyabhūtacikitsā
ITA-9.1.62,Dosha-specific therapeutic measure,doṣopakramaḥ
ITA-9.1.63,Waiting period for appropriate treatment time,kālapratīkṣā
ITA-9.1.64,Reviving consciousness,samjñāprabodhanam
ITA-9.2.1,Cleansing therapy,"saṁśodhanakarma, śodhanakarma, śodhana cikitsa"
ITA-9.2.2,Panchakarma,pañcakarma
ITA-9.2.3,Patient fit for cleansing threrapy,saṁśodhanārhaḥ
ITA-9.2.4,Preparatory procedures,pūrvakarma
ITA-9.2.5,Internal oleation,"ābhyantarasnehaḥ, snehapāna"
ITA-9.2.6,Instant oleation,sadyasnehaḥ
ITA-9.2.7,Intake of processed ghee or oily substance alone,acchasnehaḥ
ITA-9.2.8,Intake of ghee or oily substance in combination with other material(s),pravicāraṇāsnehaḥ/ vicāraṇāsnehaḥ
ITA-9.2.9,External cleansing therapies,bahiḥparimārjanam
ITA-9.2.10,Oleation,"snehakarma, snehana"
ITA-9.2.11,External oleation,bāhyasnehaḥ
ITA-9.2.12,Application of oil to body,abhyaṅgaḥ
ITA-9.2.13,Application of oily substance to head,mūrdhatailam/ śirastailam
ITA-9.2.14,Therapeutic streaming of medicated fluids to head,śiraḥsekaḥ
ITA-9.2.15,Therapeutic procedure of placing an oil-soaked tampon on head,śiraḥpicuḥ
ITA-9.2.16,Therapeutic retention of oil over head for specific duration,śirobastiḥ
ITA-9.2.17,Application of oil to head,śirobhyaṅgaḥ
ITA-9.2.18,Controlled pouring of liquids over body,kāyasekaḥ
ITA-9.2.19,Controlled pouring of oil over body,tailadhārā
ITA-9.2.20,Controlled pouring of buttermilk over body,takradhārā
ITA-9.2.21,Controlled pouring of medicated decoction over body,kaṣāyadhārā
ITA-9.2.22,Therapeutic retention of oil over cervical region,manyābastiḥ
ITA-9.2.23,Therapeutic retention of oil over cardiac region,hṛdbastiḥ
ITA-9.2.24,Therapeutic retention of oil over thoracolumbar region,pṛṣṭhabastiḥ
ITA-9.2.25,Therapeutic retention of oil over lumbosacral region,kaṭibastiḥ
ITA-9.2.26,Therapeutic retention of oil over knee region,jānubastiḥ
ITA-9.2.27,Gentle massage,saṁvāhanam
ITA-9.2.28,Massage with pressure,mardanam
ITA-9.2.29,Massage with medicated herbal powder,udvartanam
ITA-9.2.30,Therapeutic powderoil massage,utsādanam
ITA-9.2.31,Manual massage in specified direction with coarse powder,udgharṣaṇam
ITA-9.2.32,Manual massage in ascending direction,unmardanam
ITA-9.2.33,Therapeutic pedal massage,pādāghātaḥ
ITA-9.2.34,Medicated paste or oil applied over vertex,talaṁ
ITA-9.2.35,Application of paste prepared with shastika rice,annalepana
ITA-9.2.36,Fomentation,svedana
ITA-9.2.37,Sweating induced by warm liquid,dravasvedaḥ
ITA-9.2.38,Pouring of sour fermented and husked grain gruel,dhānyāmladhārā
ITA-9.2.39,Sweating induced by direct or indirect contact with fire,agnisvedaḥ
ITA-9.2.40,Sweating induced by medicated bolus,saṅkarasvedaḥ
ITA-9.2.41,Sweating induced by lying on bed,prastarasvedaḥ
ITA-9.2.42,Sweating induced by steam directed from hose,nāḍīsvedaḥ
ITA-9.2.43,Sweating induced by streaming a prewarmed liquid,pariṣekasvedaḥ
ITA-9.2.44,Sweating induced by immersion in prewarmed liquid,avagāhasvedaḥ
ITA-9.2.45,Sweating induced in a specially designed room,jentākasvedaḥ
ITA-9.2.46,Sweating induced on prewarmed stone bed,aśmaghanasvedaḥ
ITA-9.2.47,Sweating induced in a pit filled with embers,karṣūsvedaḥ
ITA-9.2.48,Sweating induced by sitting in a heated hut or cottage,kuṭīsvedaḥ
ITA-9.2.49,Sweating induced by lying on warmed earth surface,bhūsvedaḥ
ITA-9.2.50,Sweating induced over a buried pot filled with decoctions,kumbhīsvedaḥ
ITA-9.2.51,Sweating induced over a well,kūpasvedaḥ
ITA-9.2.52,Sweating induced by burning substances in a pot,holākasvedaḥ
ITA-9.2.53,Sweating induced by application of a poultice,piṇḍasvedaḥ
ITA-9.2.54,Sweating induced by application of a medicated herbal paste or powder,sāgni-upanāhasvedaḥ
ITA-9.2.55,Sweating induced by contact with heat or heated substances,tāpasvedaḥ
ITA-9.2.56,Milk vapour fomentation,kṣīradhūma
ITA-9.2.57,Sweating induced without application of fire,niragnisvedaḥ
ITA-9.2.58,Sweating induced by exercise,vyāyāmaḥ
ITA-9.2.59,Sweating induced by sitting in a warm room,uṣṇasadanam
ITA-9.2.60,Sweating induced by wearing heavy clothes,guruprāvaraṇam
ITA-9.2.61,Sweating induced by hunger,kṣudhā
ITA-9.2.62,Sweating induced by drinking large amounts of alcohol,bahupānam
ITA-9.2.63,Sweating induced by fear,bhayaḥ
ITA-9.2.64,Sweating induced by provoking anger,krodhaḥ
ITA-9.2.65,Sweating induced by applying a medicated herbal poultice,niragni-upanāhasvedaḥ
ITA-9.2.66,Sweating induced by engaging in combat,āhavaḥ/yudhdaḥ
ITA-9.2.67,Sweating induced by exposure to sun,ātapaḥ
ITA-9.2.68,Main therapeutic procedure,pradhāna-karma
ITA-9.2.69,Therapeutic emesis,vamanakarma/ pracchardanam
ITA-9.2.70,Therapeutic purgation,virecanakarma
ITA-9.2.71,Therapeutic enema,bastikarma
ITA-9.2.72,Half-dose therapeutic ghee or oily enema,anuvāsanabastiḥ
ITA-9.2.73,Therapeutic ghee or oily enema,snehabastiḥ
ITA-9.2.74,Low-dose ghee or oily enema,mātrābastiḥ
ITA-9.2.75,Therapeutic decoction enema,āsthāpanabastiḥ/ nirūhabastiḥ
ITA-9.2.76,Palliative enema,yāpanabastiḥ
ITA-9.2.77,Enema practicable even while travelling,yuktarathabastiḥ
ITA-9.2.78,Enema prepared from honey and oil,mādhutailikabastiḥ
ITA-9.2.79,Enema for obstinate diseases,vaitaraṇabastiḥ
ITA-9.2.80,Slimy enema,picchā/picchila-bastiḥ
ITA-9.2.81,"Enema for strength, complexion and growth",siddhabastiḥ
ITA-9.2.82,Course of thirty combined therapeutic enemas,karmabastiḥ
ITA-9.2.83,Course of sixteen therapeutic enemas,kālabastiḥ
ITA-9.2.84,Course of eight combined therapeutic enemas,yogabastiḥ
ITA-9.2.85,Administration of therapeutic fluid via vaginal or urethral route,uttarabastiḥ
ITA-9.2.86,Intranasal administration,nasyam/ nastam
ITA-9.2.87,Medication of unctuous substance through nose,nāvanam
ITA-9.2.88,Type of intranasal administration used for shodhanakarma,śirovirecanam
ITA-9.2.89,High-dose intranasal medication,marśaḥ
ITA-9.2.90,Low-dose routine intranasal medication,pratimarśaḥ
ITA-9.2.91,Intranasal therapy with expressed juice from paste,avapīḍanam
ITA-9.2.92,Intranasal therapy with medicated powder,pradhamanam/ dhmāpanam
ITA-9.2.93,Intranasal therapy with medicated smoke,dhūmanasyam
ITA-9.2.94,Cleansing type of intranasal therapy,recananasyam
ITA-9.2.95,Nourishing intranasal therapy,bṛmhaṇanasyam
ITA-9.2.96,Intranasal therapy with pacifying effect,śamananasyam
ITA-9.2.97,Vaginal douche,yoni dhāvana/ yoni prakṣālana
ITA-9.2.98,Vaginal tampon,yoni picu
ITA-9.2.99,Vaginal irrigation,yoni pūraṇa
ITA-9.2.100,Vaginal fumigation,yoni dhūpana
ITA-9.2.101,Vaginal suppository or wick,yoni vartī
ITA-9.2.102,Application of medicated paste to vagina,yoni lepana
ITA-9.2.103,Retention of medicated pastes in vagina,yoni kalkadhāraṇa
ITA-9.2.104,Intrauterine instillation of medicated liquids,uttarabasti
ITA-9.2.105,Cleansing,śuddhiḥ
ITA-9.2.106,Optimal cleansing,uttamaśuddhiḥ
ITA-9.2.107,Moderate cleansing,madhyamaśuddhiḥ
ITA-9.2.108,Insufficient cleansing,avara/hīnaśuddhiḥ
ITA-9.2.109,Posttherapy procedures,paścāt-karma
ITA-9.2.110,Posttherapy dietary regimen for revival of digestion,saṁsarjana-kramaḥ
ITA-9.2.111,Period of restrictions following major therapies,parihārakālaḥ
ITA-9.3.1,Counselling and selfempowerment,satvāvajayacikitsā
ITA-9.3.2,Restraining the mind from unwholesome desires,ahitebhyoarthebhyomanonigraha
ITA-9.4.1,Paediatrics,kumāratantram/ kaumārabhṛtyam/ bālatantram/ bālacikitsā
ITA-9.4.2,Nursery,kumārāgāram
ITA-9.4.3,"Wet nurse, nursing mother",dhātrī
ITA-9.4.4,Child,bālaḥ
ITA-9.4.5,Baby,śiśu
ITA-9.4.6,Child on breast milk alone,kṣīrāda/ dugdhāśī
ITA-9.4.7,Child on both breast milk and solid food,kṣīrānnādaḥ/ dugdhānnāśī
ITA-9.4.8,Child consuming solid food,annādaḥ/ annāśī
ITA-9.4.9,Newborn,sadyojāta/ jātamātraḥ
ITA-9.4.10,Neonate,navajāta
ITA-9.4.11,Care of the newborn baby,sadyojātaśiśuparicaryā
ITA-9.4.12,Neonatal resuscitation,prāṇapratyāgamanam
ITA-9.4.13,"Clearing of lips, buccal cavity and throat",oṣṭhakaṇṭhajihvāpramārjanam
ITA-9.4.14,Striking stones close to the ear,aśmanoḥsaṃghaṭṭanaṃk arṇayormūle
ITA-9.4.15,Sprinkling water over the face,śītodaka/ uṣṇodakamukhapariṣekaḥ
ITA-9.4.16,Stomach wash,garbhodakavamana
ITA-9.4.17,Application of tampon to the head,śiropicuh
ITA-9.4.18,Cleaning the mouth,mukha-viśodhana
ITA-9.4.19,Cutting the umbilical cord,nābhikalpanavidhih
ITA-9.4.20,Care of newborn,jātakarma
ITA-9.4.21,Protective measures for the newborn,rakṣākarma
ITA-9.4.22,Detachmentof umbilical cord,nābhinālapatanam
ITA-9.4.23,Placing a water pot (near head),udakakumbhasthāpana
ITA-9.4.24,"Medical sociospiritual rituals, ceremonies",saṁskāraḥ
ITA-9.4.25,Postnatal ritual,jātakarmasaṁskāraḥ
ITA-9.4.26,Naming ceremony,nāmakaraṇasaṁskāraḥ
ITA-9.4.27,Cradling ceremony,dolāśayanasaṁskāraḥ
ITA-9.4.28,Exposure of a baby to the sun and moon,sūryacandradarśanasaṁskāraḥ
ITA-9.4.29,Exposure of a baby to external environment,niṣkrāmaṇasaṁskāraḥ
ITA-9.4.30,Sitting ceremony for child,upaveśanasaṁskāraḥ
ITA-9.4.31,Fruit-feeding ceremony,phalaprāśanasaṁskāraḥ
ITA-9.4.32,Ear-piercing ceremony,karṇavedhanasaṁskāraḥ
ITA-9.4.33,Weaning ceremony,annaprāśanasaṁskāraḥ
ITA-9.4.34,Tonsuring ceremony,cūḍākaraṇasaṁskāraḥ
ITA-9.4.35,Writing ceremony,akṣaralekhanasaṁskāraḥ
ITA-9.4.36,Marriage ceremony,vivāhasaMskāra
ITA-9.4.37,Dentition,dantajanma
ITA-9.4.38,Four types of dentition,caturvidhadantajanma
ITA-9.4.39,A kind of abnormal dentition,sāmudgadantaḥ
ITA-9.4.40,A kind of abnormal dentition,saṃvṛtadantaḥ
ITA-9.4.41,A kind of abnormal dentition,vivṛtadantaḥ
ITA-9.4.42,Proper dentition,dantasampat
ITA-9.4.43,Paediatric drug dosage,bālabheṣajamātrā
ITA-9.4.44,Licking of electuaries,lehanam
ITA-9.4.45,Therapeutic administration of gold,suvarṇaprāśanam
ITA-9.4.46,Crying,rodanam/ krośanam
ITA-9.4.47,Weaning,stanyāpanayanam
ITA-9.5.1,Branch of Āyurveda dealing with diseases of the head and neck region,śālākyatantram/ urdhvāṅgacikitsā/ jatrūrdhvacikitsā/ uttamāṅgacikitsā
ITA-9.5.2,Specialist in diseases of the head and neck region,śālākin/ śalākī
ITA-9.5.3,Ophthalmic probe,śalākā
ITA-9.5.4,Probe with a barley seed-shaped tip,yavavakraśalākā
ITA-9.5.5,Ideal probe,aninditaśalākā
ITA-9.5.6,Unsuitable probe,ninditaśalākā
ITA-9.5.7,Management of eye diseases,netrarogacikitsā
ITA-9.5.8,Eye disorders for excision,chedyarogaḥ
ITA-9.5.9,Eye disorders for curetting,lekhyarogaḥ
ITA-9.5.10,Eye disorders for incision,bhedyarogaḥ
ITA-9.5.11,Eye disorders for bloodletting,vedhyarogaḥ
ITA-9.5.12,Eye disorders in which surgery is contraindicated,aśastrakṛt-rogaḥ
ITA-9.5.13,Topical ocular procedures,kriyākalpaḥ
ITA-9.5.14,Therapeutic retention of melted medicated ghee over the eyes,netratarpaṇam
ITA-9.5.15,Retention of herbal extract from indirectly heated bolus over the eyes,puṭapākaḥ
ITA-9.5.16,Retention of specially prepared heat extract bolus with unctuous effect,snehanapuṭapākaḥ
ITA-9.5.17,Retention of heat extract bolus with healing effects,ropaṇapuṭapākaḥ
ITA-9.5.18,Retention of heat extract bolus with curetting effect,lekhanapuṭapākaḥ
ITA-9.5.19,Continuous streaming of liquid medicines over the eyes,sekaḥ
ITA-9.5.20,Continuous streaming of liquid medicines over the eyes for unctuous effect,snehanasekaḥ
ITA-9.5.21,Continuous streaming of liquid medicines over the eyes for healing effects,ropaṇasekaḥ
ITA-9.5.22,Continuous streaming of liquid medicines over the eyes for curetting effect,lekhanasekaḥ
ITA-9.5.23,Instillation of eye drops,āścyotanam
ITA-9.5.24,Instillation of eye drops for unctuous effect,snehana-āścyotanam
ITA-9.5.25,Instillation of eye drops for healing effect,ropaṇa-āścyotanam
ITA-9.5.26,Instillation of eye drops for curetting effect,lekhana-āścyotanam
ITA-9.5.27,Collyrium,añjanam
ITA-9.5.28,Collyrium with curetting effect,lekhanāñjanam
ITA-9.5.29,Collyrium with healing effect,ropaṇāñjanam
ITA-9.5.30,Collyrium with soothing effect,prasādanāñjanam
ITA-9.5.31,Collyrium in form of pill,guṭikāñjanam
ITA-9.5.32,Collyrium in form of semi-solid decoction,rasāñjanam
ITA-9.5.33,Collyrium in form of powder,cūrṇāñjanam
ITA-9.5.34,Therapeutic wick,vartiḥ
ITA-9.5.35,Concentrated decocted paste used as eyeshadow,rasakriyā kṣudrāñjanam
ITA-9.5.36,Collyrium to reduce complications of high potency collyrium,pratyañjanam
ITA-9.5.37,Stibnite used as collyrium,srotoñjana
ITA-9.5.38,Eye poultice,piṇḍī
ITA-9.5.39,Lid ointment,biḍālaka:
ITA-9.5.40,Management of diseases of the ear,karṇarogacikitsā
ITA-9.5.41,Massage for elongation of ear lobule,karṇapālī-abhivardhanaabhyaṅgaḥ
ITA-9.5.42,Fifteen shapes or methods of lobuloplasty,pañcadaśakarṇabandhākṛti
ITA-9.5.43,Lobuloplasty type 1,nemisandhānakaḥ
ITA-9.5.44,Lobuloplasty type 2,utpalabhedakaḥ
ITA-9.5.45,Lobuloplasty type 3,vallūrakaḥ
ITA-9.5.46,Lobuloplasty type 4,āsaṅgima
ITA-9.5.47,Lobuloplasty type 5,gaṇḍakarṇaḥ
ITA-9.5.48,Lobuloplasty type 6,āhārya
ITA-9.5.49,Lobuloplasty type 7,nirvedhima
ITA-9.5.50,Lobuloplasty type 8,vyāyojimaḥ
ITA-9.5.51,Lobuloplasty type 9,kapāṭasandhika
ITA-9.5.52,Lobuloplasty type 10,ardhakapāṭasandhika
ITA-9.5.53,Lobuloplasty type 11,saṅkṣipta
ITA-9.5.54,Lobuloplasty type 12,hīnakarṇaḥ
ITA-9.5.55,Lobuloplasty type 13,vallīkarṇaḥ
ITA-9.5.56,Lobuloplasty type 14,yaṣṭikarṇaḥ
ITA-9.5.57,Lobuloplasty type 15,kākauṣṭhaka
ITA-9.5.58,Retention of medications in ear canal,karṇapūraṇam
ITA-9.5.59,Sudation therapy of ear,Karṇasvedanam
ITA-9.5.60,Medicated fumigation of ear,karṇadhūpanam
ITA-9.5.61,Ear canal wash,karṇaprakṣālanam
ITA-9.5.62,Ear canal cleaning,karṇapramārjanam
ITA-9.5.63,Management of diseases of nose,nāsārogacikitsā
ITA-9.5.64,Rhinoplasty,nāsāsandhānavidhiḥ
ITA-9.5.65,Management of diseases of head,śirorogacikitsā
ITA-9.5.66,Management of diseases of oral cavity proper,mukharogacikitsā
ITA-9.5.67,Cleft lip repair,oṣṭhasandhānavidhiḥ
ITA-9.5.68,Medicated smoking,dhūmapānam
ITA-9.5.69,Palliative medicated smoking,śamanadhūmapānam
ITA-9.5.70,Moderate medicated smoking,madhyamadhūmapānam
ITA-9.5.71,Prophylactic medicated smoking,prāyogikadhūmapānam
ITA-9.5.72,Nourishing medicated smoking,bṛṃhaṇadhūmapānam
ITA-9.5.73,Unctuous medicated smoking,snaihikadhūmapānam
ITA-9.5.74,Mild medicated smoking,mṛdudhūmapānam
ITA-9.5.75,Medicated smoking with expulsive effect,virecanadhūmapānam/ vairecanikadhūmapānam
ITA-9.5.76,Medicated smoking with cleansing effect,śodhanadhūmapānam
ITA-9.5.77,High-potency medicated smoking,tīkṣṇadhūmapānam
ITA-9.5.78,Medicated smoking with antitussive activity,kāsaghnadhūmapānam
ITA-9.5.79,Medicated smoking with emetic effect,vāmakadhūmapānam
ITA-9.5.80,Fumigation of ulcers and wounds,vraṇadhūpanam
ITA-9.5.81,Retention of medications in oral cavity,gaṇḍūṣaḥ
ITA-9.5.82,Retention of unctuous medications in oral cavity,snigdhagaṇḍūṣaḥ
ITA-9.5.83,Retention of palliative medications in the oral cavity,śamanagaṇḍūṣaḥ
ITA-9.5.84,Retention of medications with cleansing property in the oral cavity,śodhanagaṇḍūṣaḥ
ITA-9.5.85,Retention of medications with healing property in the oral cavity,ropaṇagaṇḍūṣaḥ
ITA-9.5.86,Mouth gargle,kavalaḥ
ITA-9.5.87,Mouth gargle with unctuous medications,snaihikakavalaḥ
ITA-9.5.88,Palliative mouth gargle,śamanakavalaḥ/ prasādanakavalaḥ
ITA-9.5.89,Mouth gargle with cleansing property,śodhanakavalaḥ
ITA-9.5.90,Mouth gargle with healing property,ropaṇakavalaḥ
ITA-9.5.91,Gentle application of medications over oral and periodontal regions,pratisāraṇam
ITA-9.6.1,Surgery,śalyatantram
ITA-9.6.2,Qualities of ideal surgeon,śastrakarmayogyavaidyalakṣaṇa
ITA-9.6.3,Checklist for preoperative preparation,agropaharaṇīyaḥ
ITA-9.6.4,Simulated training in surgical procedures,yogyā
ITA-9.6.5,Formal entry into medical profession,viśikhānupraveśaḥ
ITA-9.6.6,"Blunt surgical instruments, devices",yantram
ITA-9.6.7,Six types of blunt instruments,ṣaṭ-yantraprakāraḥ
ITA-9.6.8,Cruciform instruments,svastikayantram
ITA-9.6.9,Forceps,sandaṃśayantram
ITA-9.6.10,"Spatula, spoonshaped instruments",tālayantram
ITA-9.6.11,"Tubular, scopic instruments",nāḍīyantram
ITA-9.6.12,"Blunt, probe-like instruments",śalākāyantram
ITA-9.6.13,Accessory surgical instruments,upayantram
ITA-9.6.14,Twenty-four functions of surgical instruments,caturviṃśatiyantrakarma
ITA-9.6.15,Manual loosening of impacted foreign body,nirghātanakarma
ITA-9.6.16,Filling of cavity with medications,pūraṇakarma
ITA-9.6.17,Bandaging,bandhanakarma
ITA-9.6.18,Dislodging of foreign body,vyūhanakarma
ITA-9.6.19,Approximation of wound edges,vartanakarma
ITA-9.6.20,Mobilization,cālanakarma
ITA-9.6.21,Twisting movement,vivartanakarma
ITA-9.6.22,Dilatation,vivaraṇakarma
ITA-9.6.23,Squeezing,pīḍanakarma
ITA-9.6.24,Passage clearing,mārgaviśodhanam
ITA-9.6.25,Holding and extraction,vikarṣaṇakarma
ITA-9.6.26,Extraction,āharaṇakarma
ITA-9.6.27,Traction,āñchanakarma
ITA-9.6.28,Elevation,unnmanakarma
ITA-9.6.29,Depression,vinamanakarma
ITA-9.6.30,Crushing,bhañjanakarma
ITA-9.6.31,Extraction by twisting or stirring,unmathanakarma
ITA-9.6.32,Suction,ācūṣaṇakarma
ITA-9.6.33,Probing,eṣaṇakarma
ITA-9.6.34,Straightening,ṛjūkaraṇakarma
ITA-9.6.35,"Splitting, tearing or lancing",dāraṇakarma
ITA-9.6.36,"Irrigation, streaming",prakṣālanakarma
ITA-9.6.37,Insufflation,pradhamanakarma
ITA-9.6.38,Wiping,pramārjanakarma
ITA-9.6.39,Ideal blunt instruments,samāhitayantraḥ
ITA-9.6.40,Defects of blunt surgical instruments,yantradoṣaḥ
ITA-9.6.41,Sharp surgical instruments,śastram
ITA-9.6.42,Twenty sharp surgical instruments,viṃśatiśastrāṇi
ITA-9.6.43,Circular knife,maṇḍalāgraśastram
