ITA_ID,English_Term,Sanskrit_IAST
ITA-7.2.9,Sublimation of mercury,urdhvapatanam
ITA-7.2.10,Downward distillation of mercury,adhahpatanam
ITA-7.2.11,Oblique distillation of mercury,tiryak-patanam
ITA-7.2.12,Potentiation of mercury,"Bodhanam, rodhanam"
ITA-7.2.13,Modulating or restricting the mobility of mercury,niyamanam
ITA-7.2.14,Capacitating mercury to amalgamate other entities,"Dipanam,"
ITA-7.2.1.1,Crucible,musha
ITA-7.2.1.2,Earthen cupel or saucer,sharavah
ITA-7.2.1.3,Processing raw ingredients to optimize safety and efficacy,shodhanam
ITA-7.2.1.4,"Removing residual impurities, toxicity",amritikaranam
ITA-7.2.1.5,Removal of physical impurities,nirmalikaranam
ITA-7.2.1.6,"Calcination or incineration of minerals, metals and marine products",maranam
ITA-7.2.1.7,"Calcinated minerals, metals or marine products","Bhasma,"
ITA-7.2.1.8,Testing of calcinated minerals,"bhasmapariksha [: varitara, rekhapurnata,, nishcandra, niruttha, apunarbhava ]"
ITA-7.2.1.9,Immersion of heated solid in liquid,nirvapanam/nimajjanam
ITA-7.2.1.10,Pouring molten metal into a liquid,dhalanam
ITA-7.2.1.11,Fumigation,dhupanam/dhupa as kalpa discuss
ITA-7.2.1.12,Cooking in a vessel,sthalipakah
ITA-7.2.1.13,"Processing, heating with sunlight","bhanupakah, adityapaka"
ITA-7.2.1.14,Processing by heating medicines in a glass flask or bottle,kupipakah
ITA-7.2.1.15,Sealing of vessel joint,sandhilepanam
ITA-7.2.1.16,Traditional oven,putah
ITA-7.2.1.17,Traditional oven using eight cow-dung cakes,kapotaputah
ITA-7.2.1.18,Traditional oven using 1000 cow-dung cakes,gajaputah
ITA-7.2.1.19,Traditional oven using 500 cow dung cakes,varahaputah
ITA-7.2.1.20,"Left to cool, self-cooling",svangashitam
ITA-7.2.1.21,Cow-dung cake,"vanopala, vanotpala, vanyopala, karishah"
ITA-7.2.1.22,Black sulfide of mercury,kajjali
ITA-7.2.1.23,Thin flakes or wafer,parpati
ITA-7.2.2.1,Group of key substances used in the processing of mercury,maharasah
ITA-7.2.2.2,Mica,abhrakam
ITA-7.2.2.3,Fluorspar and tourmaline,vaikrantam
ITA-7.2.2.4,"Copper pyrite, chalcopyrite",makshikam/ svarnamakshikam
ITA-7.2.2.5,Iron pyrite,vimalam
ITA-7.2.2.6,Black bitumen,shilajatu
ITA-7.2.2.7,Bornite and peacock ore,sasyakah/tutthah
ITA-7.2.2.8,Bismuth or selenium,capalah
ITA-7.2.2.9,"Smithsonite, calamine",rasakah/kharparah
ITA-7.2.3.1,Group of subsidiary substances used in the processing of mercury,uparasah
ITA-7.2.3.2,Sulfur,gandhakah
ITA-7.2.3.3,Red ochre,gairikam
ITA-7.2.3.4,Ferrous sulfate,kasisah
ITA-7.2.3.5,Potash alum,kamkshi/sphatika
ITA-7.2.3.6,"Orpiment, yellow arsenic",haritalam
ITA-7.2.3.7,Realgar,manahshila
ITA-7.2.3.8,Antimony trisulfide; collyrium,anjanam
ITA-7.2.3.9,Exudates of Mysore gamboge tree,kankushtham
ITA-7.2.4.1,Group of supplementary mineral substances,sadharanarasah
ITA-7.2.4.2,Kamala or kumkum tree fruit powder,kampillakah
ITA-7.2.4.3,White arsenic,gauripashanam
ITA-7.2.4.4,Ammonium chloride,narasarah/navasadarah
ITA-7.2.4.5,Marine or cowrie shell,kapardakah
ITA-7.2.4.6,Ambergris,vahnijarah
ITA-7.2.4.7,Red oxide of mercury,girisindurah
ITA-7.2.4.8,"Cinnabar, red sulfide of mercury",hingulam
ITA-7.2.4.9,Litharge,mriddarashrrimgah
ITA-7.2.5.1,Metal,dhatuh
ITA-7.2.5.2,Gold,svarnam
ITA-7.2.5.3,Silver,rajatam
ITA-7.2.5.4,Copper,tamram
ITA-7.2.5.5,Iron,lauham/lohah
ITA-7.2.5.6,Tin,vangam
ITA-7.2.5.7,Lead,nagam
ITA-7.2.5.8,Zinc,yashadam
ITA-7.2.5.9,Brass,pittalam
ITA-7.2.5.10,Bronze,kamsyam
ITA-7.2.5.11,"An alloy of iron, bronze, copper and brass","Vartalauham, vartalohah"
ITA-7.2.5.12,Iron rust,manduram
ITA-7.2.6.1,Gems,ratnam
ITA-7.2.6.2,Ruby,manikyam
ITA-7.2.6.3,Pearl,muktaphalam
ITA-7.2.6.4,Coral,vidrumam
ITA-7.2.6.5,Emerald,tarkshyam
ITA-7.2.6.6,"Yellow sapphire, topaz",pushharagam
ITA-7.2.6.7,Diamond,"hirakam, vajra"
ITA-7.2.6.8,Blue sapphire,nilam
ITA-7.2.6.9,Zircon or hessonite,gomedakam
ITA-7.2.6.10,Cat's eye,vaiduryam/vaiduryam
ITA-7.2.7.1,Subsidiary gems,uparatnam
ITA-7.2.7.2,Sun stone,suryakantah
ITA-7.2.7.3,Moon stone,candrakantah
ITA-7.2.7.4,Lapis lazuli,rajavartah
ITA-7.2.7.5,Turquoise,pairojakah
ITA-7.2.7.6,Jade,vyomashmah
ITA-7.2.7.7,Quartz,sphatikah
ITA-7.2.7.8,Serpentine,nagapashanam
ITA-7.2.7.9,Talc,dugdhapashanam
ITA-7.2.7.10,Amber,trinakantah
ITA-7.2.8.1,Group of whitecoloured substances,"shuklavargah, sudhavargah"
ITA-7.2.8.2,Hartshorn,mrigashrrimgam
ITA-7.2.8.3,Conch shell,shamkhah
ITA-7.2.8.4,Pearl oyster,shuktih
ITA-7.2.8.5,Gypsum,godanti
ITA-7.2.8.6,Silicate of lime,badarashmah
ITA-7.2.8.7,Chalk,khatika
ITA-7.2.8.8,Hen's eggshell,kukkutandatvak
ITA-7.2.9.1,Salt,lavanam
ITA-7.2.9.2,Rock salt,saindhavalavanam
ITA-7.2.9.3,Reh or earthen salt,audbhidalavanam
ITA-7.2.9.4,Artificially made salt,vidalavanam
ITA-7.2.9.5,Sea salt,samudralavanam
ITA-7.2.9.6,Black salt,sauvarcalalavanam
ITA-7.2.9.7,Sambhar salt,romakalavanam
ITA-7.2.10.1,Alkali,ksharah
ITA-7.2.10.2,Salt petre,suryaksharah
ITA-7.2.10.3,Alkali containing mainly sodium bicarbonate,"svarjiksharah, sarjiksharah, sarjikaksharah"
ITA-7.2.10.4,Alkali mainly containing potassium carbonate,yavaksharah
ITA-7.2.10.5,Borax,tankanam
ITA-8.1.1,Preparation of food and beverages,aharakalpana
ITA-8.1.2,Food,aharah
ITA-8.1.3,Wholesome,pathyam
ITA-8.1.4,Unwholesome,apathyam
ITA-8.1.5,Incompatible foods,"viruddhaharah, viruddhannam"
ITA-8.1.6,Varieties of food,aharasvarupabhedah
ITA-8.1.7,Eatables,ashitam
ITA-8.1.8,Drinkables,pitam
ITA-8.1.9,Lickables,lidham
ITA-8.1.10,Suckables,coshyam/cushyam
ITA-8.1.11,Hard eatables,khaditam
ITA-8.1.12,Chewables,carvyam
ITA-8.1.13,Eatables,bhakshyam
ITA-8.2.1,Categories of food,aharavargah
ITA-8.2.2,Group of grains from grass seeds with awn,shukadhanyavargah
ITA-8.2.3,Group of pulses and legumes,"shamidhanyavargah, shimbidhanyavargah, vaidalavargah"
ITA-8.2.4,Group of meats,mamsavargah
ITA-8.2.5,Group of vegetables,shakavargah
ITA-8.2.6,Group of fruits,phalavargah
ITA-8.2.7,Group of greens,haritavargah
ITA-8.2.8,Suitable for preparation of soup,supyam
ITA-8.2.9,Group of alcoholic drinks,madyavargah
ITA-8.2.10,Group of milk and milk products,gorasavargah
ITA-8.2.11,Group of sugarcane derivatives,ikshuvargah
ITA-8.2.12,Group of food adjuvants,aharayogivargah
ITA-8.2.13,Milk,kshiram/payah/dugdham
ITA-8.2.14,Group of milks,kshiravargah
ITA-8.2.15,Group of eight types of milk obtained from different sources,kshirashtakam
ITA-8.2.16,Group of curds,dadhivargah
ITA-8.2.17,Buttermilk prepared by churning curd after removing cream,mathitah
ITA-8.2.18,Thick buttermilk,udashvit
ITA-8.2.19,Thin buttermilk,takram
ITA-8.2.20,Whey,katvaram
ITA-8.2.21,Inspissated milk,kilatam
ITA-8.2.22,Solid part of milk boiled with buttermilk or curd,kurcika
ITA-8.2.23,Solid part of milk boiled with buttermilk,takrakurcika
ITA-8.2.24,Solid part of milk boiled with curd,dadhikurcika
ITA-8.2.25,Colostrum,piyushah
ITA-8.2.26,Sweet preparation of curd,rasala
ITA-8.2.27,Watery part of curd,dadhimastu
ITA-8.2.28,Buttermilk prepared by churning curd,gholah
ITA-8.2.29,Group of honeys,madhuvargah
ITA-8.2.30,Honey from small bees,kshaudram
ITA-8.2.31,Ghee-coloured honey,pauttikam
ITA-8.2.32,Whitish honey from large bees,bhramaram
ITA-8.2.33,Oil-like honey,makshikam
ITA-8.2.34,Group of various types of processed and unprocessed water,ambuvargah/jalavargah
ITA-8.2.35,Water,ambu/apah
ITA-8.2.36,Rainwater before reaching the earth's surface,antariksha-jalam/antarikshaudakam / gangambu /
ITA-8.2.37,River water,nadeya-udakam
ITA-8.2.38,Dew water,tausharam
ITA-8.2.39,Spring water,audbhidajalam
ITA-8.2.40,Water derived from hailstones,karam
ITA-8.2.41,Well water,kaupam
ITA-8.2.42,Uncontaminated water,gangajalam
ITA-8.2.43,Fall water,dharam
ITA-8.2.44,Water derived from a spring or fountain,prasravanam
ITA-8.2.45,Step well water,vapyam
ITA-8.2.46,Surface water,samudrajalam
ITA-8.2.47,Lake water,sarasam
ITA-8.2.48,Water detoxified by exposure to the rays of sun and moon and Canopus star,hamsodakam
ITA-8.2.49,Water derived from snow,haimam
ITA-8.2.50,Tank or pond water,tadagam
ITA-8.3.1,Processed by heating,agnisiddhah
ITA-8.3.2,Cooking with steam,kukulapacanam
ITA-8.3.3,Cooking on pan,karparapacanam
ITA-8.3.4,Processing by retaining for long duration,kalaprakarshah
ITA-8.3.5,Processing by use of specific vessels or utensils,bhajanam
ITA-8.3.6,Infusing or perfuming,vasanam
ITA-8.3.7,Churning,manthanam
ITA-8.3.8,Fritter with sweet stuffing,madhukrodah
ITA-8.3.9,Fritter-like preparation with sweet honey stuffing,sapindikah
ITA-8.3.10,Group of processed food items,kritannavargah
ITA-8.3.11,Supernatant liquid obtained after draining boiled rice,mandah
ITA-8.3.12,Thin rice gruel,peya
ITA-8.3.13,Thick rice gruel,vilepi
ITA-8.3.14,Cooked rice,odanam
ITA-8.3.15,Parched paddy,laja
ITA-8.3.16,Thin gruel of parched grain,lajapeya
ITA-8.3.17,Liquid portion of parched grain gruel,lajamandah
ITA-8.3.18,Processed liquid portion of parched grain gruel,samskritalajamandah
ITA-8.3.19,Flour of roasted parched grain,lajasaktuh
ITA-8.3.20,Type of gruel made from barley,kulmashah
ITA-8.3.21,Soup of vegetables and/or pulses,yushah
ITA-8.3.22,Non-processed soup of vegetables,akritayushah
ITA-8.3.23,Processed soup of vegetables and/or pulses,kritayushah
ITA-8.3.24,Thin meat soup,tanurasah
ITA-8.3.25,Processed meat soup,kritarasah
ITA-8.3.26,Sour soup,amlasupah
ITA-8.3.27,Soup without added sour substances,anamlasupah
ITA-8.3.28,Toasted grain flour,saktuh
ITA-8.3.29,Flour of roasted rice,shalisaktuh
ITA-8.3.30,"Flour cake, a type of bread",apupah
ITA-8.3.31,Fried barley porridge,vatyah
ITA-8.3.32,Sprouted grains,"virudhadhanah, virudhadhakah"
ITA-8.3.33,Type of cake,shashkulih
ITA-8.3.34,Fried sweet bread,pupah
ITA-8.3.35,Deep-fried sweet bread,pupalika
ITA-8.3.36,Boneless meat prepared with certain condiments,veshavarah
ITA-8.3.37,Flattened rice,prithukah
ITA-8.3.38,Beverage,panakam
ITA-8.3.39,Sweet-sour sauce,ragah
ITA-8.3.40,Confectionery,shadavah
ITA-8.3.41,Electuary,lehah
ITA-8.3.42,Vinegar,shuktam
ITA-8.3.43,Type of fermented beverage,shindaki
ITA-8.3.44,Sour gruel,kanjikam/kanji
ITA-8.3.45,Beverage prepared from fruit,khadah
ITA-8.3.46,Beverage prepared from roots and sesame,kambalikah
ITA-8.3.47,Porridge,krishara
ITA-8.3.48,Oil cakes,pinyakah
ITA-8.3.49,Liquid portion of porridge prepared with fried barley,vatyamandah
ITA-8.3.50,Meat soup,"mamsarasah, rasah"
ITA-9.1.1,General medicine,kayacikitsa
ITA-9.1.2,"Body or internal fire, denoting all metabolic factors of the body",kayah
ITA-9.1.3,Treatment,cikitsa
ITA-9.1.4,Disease elimination,vyadhiharam
ITA-9.1.5,Compatible with health,pathyam
ITA-9.1.6,Treatment instrument,sadhanam
ITA-9.1.7,Medication,aushadham
ITA-9.1.8,Treatment protocol,upakramah
ITA-9.1.9,Amendment to wrong behaviour,prayashcittam
ITA-9.1.10,Palliation,prashamanam
ITA-9.1.11,Restoration of health,prakritisthapanam
ITA-9.1.12,Salutary to health,hitam
ITA-9.1.13,Rebuffing of disease,varanam
ITA-9.1.14,Therapeutic rituals,"daivavyapashrayacikitsa, daivicikitsa"
ITA-9.1.15,Chanting of auspicious hymns,mantracikitsa
ITA-9.1.16,Gem wearing,manidharanam
ITA-9.1.17,Auspicious offerings,mangalam
ITA-9.1.18,Offerings to deity excluding animal sacrifice,balih
ITA-9.1.19,Offerings to deity including animal sacrifice,upaharah
ITA-9.1.20,Oblations or offerings given through fire,homam
ITA-9.1.21,Practising auspicious rules,niyamah
ITA-9.1.22,"Atonement, compensatory rites",prayashcittam
ITA-9.1.23,Mindful restriction of food intake,upavasah
ITA-9.1.24,Blessings from elders,svastyayanam
ITA-9.1.25,Pilgrimage,pranipatagamanam
ITA-9.1.26,Structured therapy based on clinical reasoning,"yuktivyapashrayacikitsa, manushicikitsa"
ITA-9.1.27,Proven or evidencebased clinical protocol for management of a disease,naishthikicikitsa
ITA-9.1.28,Administration of foods,aharadravyayojanam
ITA-9.1.29,Administration of medicines,aushadhadravyayojanam
ITA-9.1.30,Hazardous substance,abheshajam
ITA-9.1.31,Acute toxin,badhanam
ITA-9.1.32,Detrimental to health in the long term,sanubadhanam
ITA-9.1.33,Procedure or medicine,bheshajam
ITA-9.1.34,Health-promoting,svasthasyorjaskaram
ITA-9.1.35,Rejuvenative therapy,rasayanam
ITA-9.1.36,Potency and fertility therapy,vajikaranam
ITA-9.1.37,Curative medicine,artasyaroganut
ITA-9.1.38,Conservative therapy,samshamanam
ITA-9.1.39,Two-fold therapeutic protocol,dvividhopakramah
ITA-9.1.40,Nourishing therapy,santarpanam
ITA-9.1.41,Depleting therapy,apatarpanam
ITA-9.1.42,Six types of treatment modalities,shadvidhopakramah
ITA-9.1.43,Bulk-enhancing,brimhanam/ brimhanacikitsa
ITA-9.1.44,Therapeutic oleation,snehanam/snehanakarma
ITA-9.1.45,Astringent therapy,stambhanam/ stambhanakarma
ITA-9.1.46,Lightness promoting therapy,langhanam
ITA-9.1.47,Therapeutic sustained hunger,kshudha
ITA-9.1.48,Therapeutic sustained thirst,trishna
ITA-9.1.49,Therapeutic exposure to wind,marutah
ITA-9.1.50,Therapeutic exposure to sunlight,atapah
ITA-9.1.51,Therapeutic exercise,vyayamah
ITA-9.1.52,Procedure to eliminate morbid dosha from body,doshavasecanam
ITA-9.1.53,Fast-acting treatment,ashukaricikitsa
ITA-9.1.54,Uprooting the cause of the disease,apakarshanam
ITA-9.1.55,Creating conditions hostile to cause,prakritivighatah
ITA-9.1.56,Avoidance of etiological factors,nidanaparivarjanam
ITA-9.1.57,Treatment antagonistic to cause,hetuviparitacikitsa
ITA-9.1.58,Treatment antagonistic to disease,vyadhiviparitacikitsa
ITA-9.1.59,Treatment antagonistic to cause and disease,ubhayarthakaricikitsa
ITA-9.1.60,Treatment using material substances,dravyabhutacikitsa
ITA-9.1.61,Treatment not using material substances,adravyabhutacikitsa
ITA-9.1.62,Dosha-specific therapeutic measure,doshopakramah
ITA-9.1.63,Waiting period for appropriate treatment time,kalapratiksha
ITA-9.1.64,Reviving consciousness,samjnaprabodhanam
ITA-9.2.1,Cleansing therapy,"samshodhanakarma, shodhanakarma, shodhana cikitsa"
ITA-9.2.2,Panchakarma,pancakarma
ITA-9.2.3,Patient fit for cleansing threrapy,samshodhanarhah
ITA-9.2.4,Preparatory procedures,purvakarma
ITA-9.2.5,Internal oleation,"abhyantarasnehah, snehapana"
ITA-9.2.6,Instant oleation,sadyasnehah
ITA-9.2.7,Intake of processed ghee or oily substance alone,acchasnehah
ITA-9.2.8,Intake of ghee or oily substance in combination with other material(s),pravicaranasnehah/ vicaranasnehah
ITA-9.2.9,External cleansing therapies,bahihparimarjanam
ITA-9.2.10,Oleation,"snehakarma, snehana"
ITA-9.2.11,External oleation,bahyasnehah
ITA-9.2.12,Application of oil to body,abhyangah
ITA-9.2.13,Application of oily substance to head,murdhatailam/ shirastailam
ITA-9.2.14,Therapeutic streaming of medicated fluids to head,shirahsekah
ITA-9.2.15,Therapeutic procedure of placing an oil-soaked tampon on head,shirahpicuh
ITA-9.2.16,Therapeutic retention of oil over head for specific duration,shirobastih
ITA-9.2.17,Application of oil to head,shirobhyangah
ITA-9.2.18,Controlled pouring of liquids over body,kayasekah
ITA-9.2.19,Controlled pouring of oil over body,tailadhara
ITA-9.2.20,Controlled pouring of buttermilk over body,takradhara
ITA-9.2.21,Controlled pouring of medicated decoction over body,kashayadhara
ITA-9.2.22,Therapeutic retention of oil over cervical region,manyabastih
ITA-9.2.23,Therapeutic retention of oil over cardiac region,hridbastih
ITA-9.2.24,Therapeutic retention of oil over thoracolumbar region,prishthabastih
ITA-9.2.25,Therapeutic retention of oil over lumbosacral region,katibastih
ITA-9.2.26,Therapeutic retention of oil over knee region,janubastih
ITA-9.2.27,Gentle massage,samvahanam
ITA-9.2.28,Massage with pressure,mardanam
ITA-9.2.29,Massage with medicated herbal powder,udvartanam
ITA-9.2.30,Therapeutic powderoil massage,utsadanam
ITA-9.2.31,Manual massage in specified direction with coarse powder,udgharshanam
ITA-9.2.32,Manual massage in ascending direction,unmardanam
ITA-9.2.33,Therapeutic pedal massage,padaghatah
ITA-9.2.34,Medicated paste or oil applied over vertex,talam
ITA-9.2.35,Application of paste prepared with shastika rice,annalepana
ITA-9.2.36,Fomentation,svedana
ITA-9.2.37,Sweating induced by warm liquid,dravasvedah
ITA-9.2.38,Pouring of sour fermented and husked grain gruel,dhanyamladhara
ITA-9.2.39,Sweating induced by direct or indirect contact with fire,agnisvedah
ITA-9.2.40,Sweating induced by medicated bolus,sankarasvedah
ITA-9.2.41,Sweating induced by lying on bed,prastarasvedah
ITA-9.2.42,Sweating induced by steam directed from hose,nadisvedah
ITA-9.2.43,Sweating induced by streaming a prewarmed liquid,parishekasvedah
ITA-9.2.44,Sweating induced by immersion in prewarmed liquid,avagahasvedah
ITA-9.2.45,Sweating induced in a specially designed room,jentakasvedah
ITA-9.2.46,Sweating induced on prewarmed stone bed,ashmaghanasvedah
ITA-9.2.47,Sweating induced in a pit filled with embers,karshusvedah
ITA-9.2.48,Sweating induced by sitting in a heated hut or cottage,kutisvedah
ITA-9.2.49,Sweating induced by lying on warmed earth surface,bhusvedah
ITA-9.2.50,Sweating induced over a buried pot filled with decoctions,kumbhisvedah
ITA-9.2.51,Sweating induced over a well,kupasvedah
ITA-9.2.52,Sweating induced by burning substances in a pot,holakasvedah
ITA-9.2.53,Sweating induced by application of a poultice,pindasvedah
ITA-9.2.54,Sweating induced by application of a medicated herbal paste or powder,sagni-upanahasvedah
ITA-9.2.55,Sweating induced by contact with heat or heated substances,tapasvedah
ITA-9.2.56,Milk vapour fomentation,kshiradhuma
ITA-9.2.57,Sweating induced without application of fire,niragnisvedah
ITA-9.2.58,Sweating induced by exercise,vyayamah
ITA-9.2.59,Sweating induced by sitting in a warm room,ushnasadanam
ITA-9.2.60,Sweating induced by wearing heavy clothes,gurupravaranam
ITA-9.2.61,Sweating induced by hunger,kshudha
ITA-9.2.62,Sweating induced by drinking large amounts of alcohol,bahupanam
ITA-9.2.63,Sweating induced by fear,bhayah
ITA-9.2.64,Sweating induced by provoking anger,krodhah
ITA-9.2.65,Sweating induced by applying a medicated herbal poultice,niragni-upanahasvedah
ITA-9.2.66,Sweating induced by engaging in combat,ahavah/yudhdah
ITA-9.2.67,Sweating induced by exposure to sun,atapah
ITA-9.2.68,Main therapeutic procedure,pradhana-karma
ITA-9.2.69,Therapeutic emesis,vamanakarma/ pracchardanam
ITA-9.2.70,Therapeutic purgation,virecanakarma
ITA-9.2.71,Therapeutic enema,bastikarma
ITA-9.2.72,Half-dose therapeutic ghee or oily enema,anuvasanabastih
ITA-9.2.73,Therapeutic ghee or oily enema,snehabastih
ITA-9.2.74,Low-dose ghee or oily enema,matrabastih
ITA-9.2.75,Therapeutic decoction enema,asthapanabastih/ niruhabastih
ITA-9.2.76,Palliative enema,yapanabastih
ITA-9.2.77,Enema practicable even while travelling,yuktarathabastih
ITA-9.2.78,Enema prepared from honey and oil,madhutailikabastih
ITA-9.2.79,Enema for obstinate diseases,vaitaranabastih
ITA-9.2.80,Slimy enema,piccha/picchila-bastih
ITA-9.2.81,"Enema for strength, complexion and growth",siddhabastih
ITA-9.2.82,Course of thirty combined therapeutic enemas,karmabastih
ITA-9.2.83,Course of sixteen therapeutic enemas,kalabastih
ITA-9.2.84,Course of eight combined therapeutic enemas,yogabastih
ITA-9.2.85,Administration of therapeutic fluid via vaginal or urethral route,uttarabastih
ITA-9.2.86,Intranasal administration,nasyam/ nastam
ITA-9.2.87,Medication of unctuous substance through nose,navanam
ITA-9.2.88,Type of intranasal administration used for shodhanakarma,shirovirecanam
ITA-9.2.89,High-dose intranasal medication,marshah
ITA-9.2.90,Low-dose routine intranasal medication,pratimarshah
ITA-9.2.91,Intranasal therapy with expressed juice from paste,avapidanam
ITA-9.2.92,Intranasal therapy with medicated powder,pradhamanam/ dhmapanam
ITA-9.2.93,Intranasal therapy with medicated smoke,dhumanasyam
ITA-9.2.94,Cleansing type of intranasal therapy,recananasyam
ITA-9.2.95,Nourishing intranasal therapy,brimhananasyam
ITA-9.2.96,Intranasal therapy with pacifying effect,shamananasyam
ITA-9.2.97,Vaginal douche,yoni dhavana/ yoni prakshalana
ITA-9.2.98,Vaginal tampon,yoni picu
ITA-9.2.99,Vaginal irrigation,yoni purana
ITA-9.2.100,Vaginal fumigation,yoni dhupana
ITA-9.2.101,Vaginal suppository or wick,yoni varti
ITA-9.2.102,Application of medicated paste to vagina,yoni lepana
ITA-9.2.103,Retention of medicated pastes in vagina,yoni kalkadharana
ITA-9.2.104,Intrauterine instillation of medicated liquids,uttarabasti
ITA-9.2.105,Cleansing,shuddhih
ITA-9.2.106,Optimal cleansing,uttamashuddhih
ITA-9.2.107,Moderate cleansing,madhyamashuddhih
ITA-9.2.108,Insufficient cleansing,avara/hinashuddhih
ITA-9.2.109,Posttherapy procedures,pashcat-karma
ITA-9.2.110,Posttherapy dietary regimen for revival of digestion,samsarjana-kramah
ITA-9.2.111,Period of restrictions following major therapies,pariharakalah
ITA-9.3.1,Counselling and selfempowerment,satvavajayacikitsa
ITA-9.3.2,Restraining the mind from unwholesome desires,ahitebhyoarthebhyomanonigraha
ITA-9.4.1,Paediatrics,kumaratantram/ kaumarabhrityam/ balatantram/ balacikitsa
ITA-9.4.2,Nursery,kumaragaram
ITA-9.4.3,"Wet nurse, nursing mother",dhatri
ITA-9.4.4,Child,balah
ITA-9.4.5,Baby,shishu
ITA-9.4.6,Child on breast milk alone,kshirada/ dugdhashi
ITA-9.4.7,Child on both breast milk and solid food,kshirannadah/ dugdhannashi
ITA-9.4.8,Child consuming solid food,annadah/ annashi
ITA-9.4.9,Newborn,sadyojata/ jatamatrah
ITA-9.4.10,Neonate,navajata
ITA-9.4.11,Care of the newborn baby,sadyojatashishuparicarya
ITA-9.4.12,Neonatal resuscitation,pranapratyagamanam
ITA-9.4.13,"Clearing of lips, buccal cavity and throat",oshthakanthajihvapramarjanam
ITA-9.4.14,Striking stones close to the ear,ashmanohsamghattanamk arnayormule
ITA-9.4.15,Sprinkling water over the face,shitodaka/ ushnodakamukhaparishekah
ITA-9.4.16,Stomach wash,garbhodakavamana
ITA-9.4.17,Application of tampon to the head,shiropicuh
ITA-9.4.18,Cleaning the mouth,mukha-vishodhana
ITA-9.4.19,Cutting the umbilical cord,nabhikalpanavidhih
ITA-9.4.20,Care of newborn,jatakarma
ITA-9.4.21,Protective measures for the newborn,rakshakarma
ITA-9.4.22,Detachmentof umbilical cord,nabhinalapatanam
ITA-9.4.23,Placing a water pot (near head),udakakumbhasthapana
ITA-9.4.24,"Medical sociospiritual rituals, ceremonies",samskarah
ITA-9.4.25,Postnatal ritual,jatakarmasamskarah
ITA-9.4.26,Naming ceremony,namakaranasamskarah
ITA-9.4.27,Cradling ceremony,dolashayanasamskarah
ITA-9.4.28,Exposure of a baby to the sun and moon,suryacandradarshanasamskarah
ITA-9.4.29,Exposure of a baby to external environment,nishkramanasamskarah
ITA-9.4.30,Sitting ceremony for child,upaveshanasamskarah
ITA-9.4.31,Fruit-feeding ceremony,phalaprashanasamskarah
ITA-9.4.32,Ear-piercing ceremony,karnavedhanasamskarah
ITA-9.4.33,Weaning ceremony,annaprashanasamskarah
ITA-9.4.34,Tonsuring ceremony,cudakaranasamskarah
ITA-9.4.35,Writing ceremony,aksharalekhanasamskarah
ITA-9.4.36,Marriage ceremony,vivahasaMskara
ITA-9.4.37,Dentition,dantajanma
ITA-9.4.38,Four types of dentition,caturvidhadantajanma
ITA-9.4.39,A kind of abnormal dentition,samudgadantah
ITA-9.4.40,A kind of abnormal dentition,samvritadantah
ITA-9.4.41,A kind of abnormal dentition,vivritadantah
ITA-9.4.42,Proper dentition,dantasampat
ITA-9.4.43,Paediatric drug dosage,balabheshajamatra
ITA-9.4.44,Licking of electuaries,lehanam
ITA-9.4.45,Therapeutic administration of gold,suvarnaprashanam
ITA-9.4.46,Crying,rodanam/ kroshanam
ITA-9.4.47,Weaning,stanyapanayanam
ITA-9.5.1,Branch of Ayurveda dealing with diseases of the head and neck region,shalakyatantram/ urdhvangacikitsa/ jatrurdhvacikitsa/ uttamangacikitsa
ITA-9.5.2,Specialist in diseases of the head and neck region,shalakin/ shalaki
ITA-9.5.3,Ophthalmic probe,shalaka
ITA-9.5.4,Probe with a barley seed-shaped tip,yavavakrashalaka
ITA-9.5.5,Ideal probe,aninditashalaka
ITA-9.5.6,Unsuitable probe,ninditashalaka
ITA-9.5.7,Management of eye diseases,netrarogacikitsa
ITA-9.5.8,Eye disorders for excision,chedyarogah
ITA-9.5.9,Eye disorders for curetting,lekhyarogah
ITA-9.5.10,Eye disorders for incision,bhedyarogah
ITA-9.5.11,Eye disorders for bloodletting,vedhyarogah
ITA-9.5.12,Eye disorders in which surgery is contraindicated,ashastrakrit-rogah
ITA-9.5.13,Topical ocular procedures,kriyakalpah
ITA-9.5.14,Therapeutic retention of melted medicated ghee over the eyes,netratarpanam
ITA-9.5.15,Retention of herbal extract from indirectly heated bolus over the eyes,putapakah
ITA-9.5.16,Retention of specially prepared heat extract bolus with unctuous effect,snehanaputapakah
ITA-9.5.17,Retention of heat extract bolus with healing effects,ropanaputapakah
ITA-9.5.18,Retention of heat extract bolus with curetting effect,lekhanaputapakah
ITA-9.5.19,Continuous streaming of liquid medicines over the eyes,sekah
ITA-9.5.20,Continuous streaming of liquid medicines over the eyes for unctuous effect,snehanasekah
ITA-9.5.21,Continuous streaming of liquid medicines over the eyes for healing effects,ropanasekah
ITA-9.5.22,Continuous streaming of liquid medicines over the eyes for curetting effect,lekhanasekah
ITA-9.5.23,Instillation of eye drops,ashcyotanam
ITA-9.5.24,Instillation of eye drops for unctuous effect,snehana-ashcyotanam
ITA-9.5.25,Instillation of eye drops for healing effect,ropana-ashcyotanam
ITA-9.5.26,Instillation of eye drops for curetting effect,lekhana-ashcyotanam
ITA-9.5.27,Collyrium,anjanam
